country,year,sex,age,population,foreign_exch_reserve,GPD_per_cap,Unemployment,Inflation_rate,Life_length_expectancy,GINI,ARMS_export,ARMS_import,Corruption_perception,Temperature_JAN,Temperature_JUL,suicides_no
Austria,1995,female,15-24 years,495368,23368742795,30325.84958,4.347300053,2.243366681,76.66829268,31.1,,24000000,,-3.3684,18.3665,19
Austria,1995,female,25-34 years,678262,23368742795,30325.84958,4.347300053,2.243366681,76.66829268,31.1,,24000000,,-3.3684,18.3665,59
Austria,1995,female,35-54 years,1065630,23368742795,30325.84958,4.347300053,2.243366681,76.66829268,31.1,,24000000,,-3.3684,18.3665,136
Austria,1995,female,5-14 years,460945,23368742795,30325.84958,4.347300053,2.243366681,76.66829268,31.1,,24000000,,-3.3684,18.3665,0
Austria,1995,female,55-74 years,843210,23368742795,30325.84958,4.347300053,2.243366681,76.66829268,31.1,,24000000,,-3.3684,18.3665,141
Austria,1995,female,75+ years,341098,23368742795,30325.84958,4.347300053,2.243366681,76.66829268,31.1,,24000000,,-3.3684,18.3665,100
Austria,1995,male,15-24 years,509262,23368742795,30325.84958,4.347300053,2.243366681,76.66829268,31.1,,24000000,,-3.3684,18.3665,134
Austria,1995,male,25-34 years,707468,23368742795,30325.84958,4.347300053,2.243366681,76.66829268,31.1,,24000000,,-3.3684,18.3665,237
Austria,1995,male,35-54 years,1074328,23368742795,30325.84958,4.347300053,2.243366681,76.66829268,31.1,,24000000,,-3.3684,18.3665,437
Austria,1995,male,5-14 years,483644,23368742795,30325.84958,4.347300053,2.243366681,76.66829268,31.1,,24000000,,-3.3684,18.3665,8
Austria,1995,male,55-74 years,670553,23368742795,30325.84958,4.347300053,2.243366681,76.66829268,31.1,,24000000,,-3.3684,18.3665,333
Austria,1995,male,75+ years,147262,23368742795,30325.84958,4.347300053,2.243366681,76.66829268,31.1,,24000000,,-3.3684,18.3665,184
Austria,1996,female,15-24 years,485090,26833509076,29809.07677,5.281300068,1.860973769,76.87073171,,18000000,10000000,,-3.3183,14.5299,12
Austria,1996,female,25-34 years,672341,26833509076,29809.07677,5.281300068,1.860973769,76.87073171,,18000000,10000000,,-3.3183,14.5299,53
Austria,1996,female,35-54 years,1070879,26833509076,29809.07677,5.281300068,1.860973769,76.87073171,,18000000,10000000,,-3.3183,14.5299,140
Austria,1996,female,5-14 years,461711,26833509076,29809.07677,5.281300068,1.860973769,76.87073171,,18000000,10000000,,-3.3183,14.5299,0
Austria,1996,female,55-74 years,850049,26833509076,29809.07677,5.281300068,1.860973769,76.87073171,,18000000,10000000,,-3.3183,14.5299,126
Austria,1996,female,75+ years,351514,26833509076,29809.07677,5.281300068,1.860973769,76.87073171,,18000000,10000000,,-3.3183,14.5299,112
Austria,1996,male,15-24 years,498112,26833509076,29809.07677,5.281300068,1.860973769,76.87073171,,18000000,10000000,,-3.3183,14.5299,108
Austria,1996,male,25-34 years,696869,26833509076,29809.07677,5.281300068,1.860973769,76.87073171,,18000000,10000000,,-3.3183,14.5299,203
Austria,1996,male,35-54 years,1080848,26833509076,29809.07677,5.281300068,1.860973769,76.87073171,,18000000,10000000,,-3.3183,14.5299,452
Austria,1996,male,5-14 years,483799,26833509076,29809.07677,5.281300068,1.860973769,76.87073171,,18000000,10000000,,-3.3183,14.5299,4
Austria,1996,male,55-74 years,690803,26833509076,29809.07677,5.281300068,1.860973769,76.87073171,,18000000,10000000,,-3.3183,14.5299,381
Austria,1996,male,75+ years,151691,26833509076,29809.07677,5.281300068,1.860973769,76.87073171,,18000000,10000000,,-3.3183,14.5299,188
Austria,1997,female,15-24 years,477550,22021086580,26705.4786,5.149499893,1.305983072,77.3195122,30.2,1000000,182000000,,-3.1524,14.7611,23
Austria,1997,female,25-34 years,663325,22021086580,26705.4786,5.149499893,1.305983072,77.3195122,30.2,1000000,182000000,,-3.1524,14.7611,48
Austria,1997,female,35-54 years,1084510,22021086580,26705.4786,5.149499893,1.305983072,77.3195122,30.2,1000000,182000000,,-3.1524,14.7611,131
Austria,1997,female,5-14 years,461121,22021086580,26705.4786,5.149499893,1.305983072,77.3195122,30.2,1000000,182000000,,-3.1524,14.7611,1
Austria,1997,female,55-74 years,850056,22021086580,26705.4786,5.149499893,1.305983072,77.3195122,30.2,1000000,182000000,,-3.1524,14.7611,131
Austria,1997,female,75+ years,363002,22021086580,26705.4786,5.149499893,1.305983072,77.3195122,30.2,1000000,182000000,,-3.1524,14.7611,83
Austria,1997,male,15-24 years,490385,22021086580,26705.4786,5.149499893,1.305983072,77.3195122,30.2,1000000,182000000,,-3.1524,14.7611,121
Austria,1997,male,25-34 years,682210,22021086580,26705.4786,5.149499893,1.305983072,77.3195122,30.2,1000000,182000000,,-3.1524,14.7611,201
Austria,1997,male,35-54 years,1095317,22021086580,26705.4786,5.149499893,1.305983072,77.3195122,30.2,1000000,182000000,,-3.1524,14.7611,379
Austria,1997,male,5-14 years,483890,22021086580,26705.4786,5.149499893,1.305983072,77.3195122,30.2,1000000,182000000,,-3.1524,14.7611,2
Austria,1997,male,55-74 years,704226,22021086580,26705.4786,5.149499893,1.305983072,77.3195122,30.2,1000000,182000000,,-3.1524,14.7611,313
Austria,1997,male,75+ years,156997,22021086580,26705.4786,5.149499893,1.305983072,77.3195122,30.2,1000000,182000000,,-3.1524,14.7611,159
Austria,1998,female,15-24 years,472685,25207674037,27361.87511,5.522600174,0.922465841,77.67073171,,29000000,228000000,7.5,-0.9913,16.1143,24
Austria,1998,female,25-34 years,649694,25207674037,27361.87511,5.522600174,0.922465841,77.67073171,,29000000,228000000,7.5,-0.9913,16.1143,45
Austria,1998,female,35-54 years,1103422,25207674037,27361.87511,5.522600174,0.922465841,77.67073171,,29000000,228000000,7.5,-0.9913,16.1143,116
Austria,1998,female,5-14 years,460861,25207674037,27361.87511,5.522600174,0.922465841,77.67073171,,29000000,228000000,7.5,-0.9913,16.1143,2
Austria,1998,female,55-74 years,846818,25207674037,27361.87511,5.522600174,0.922465841,77.67073171,,29000000,228000000,7.5,-0.9913,16.1143,116
Austria,1998,female,75+ years,374674,25207674037,27361.87511,5.522600174,0.922465841,77.67073171,,29000000,228000000,7.5,-0.9913,16.1143,79
Austria,1998,male,15-24 years,486438,25207674037,27361.87511,5.522600174,0.922465841,77.67073171,,29000000,228000000,7.5,-0.9913,16.1143,99
Austria,1998,male,25-34 years,663510,25207674037,27361.87511,5.522600174,0.922465841,77.67073171,,29000000,228000000,7.5,-0.9913,16.1143,166
Austria,1998,male,35-54 years,1114719,25207674037,27361.87511,5.522600174,0.922465841,77.67073171,,29000000,228000000,7.5,-0.9913,16.1143,407
Austria,1998,male,5-14 years,484321,25207674037,27361.87511,5.522600174,0.922465841,77.67073171,,29000000,228000000,7.5,-0.9913,16.1143,6
Austria,1998,male,55-74 years,714245,25207674037,27361.87511,5.522600174,0.922465841,77.67073171,,29000000,228000000,7.5,-0.9913,16.1143,334
Austria,1998,male,75+ years,162132,25207674037,27361.87511,5.522600174,0.922465841,77.67073171,,29000000,228000000,7.5,-0.9913,16.1143,165
Austria,1999,female,15-24 years,470179,18923059531,27174.29716,4.697700024,0.568990767,77.87560976,,23000000,48000000,7.6,-1.6567,16.5733,25
Austria,1999,female,25-34 years,633829,18923059531,27174.29716,4.697700024,0.568990767,77.87560976,,23000000,48000000,7.6,-1.6567,16.5733,37
Austria,1999,female,35-54 years,1123652,18923059531,27174.29716,4.697700024,0.568990767,77.87560976,,23000000,48000000,7.6,-1.6567,16.5733,136
Austria,1999,female,5-14 years,461473,18923059531,27174.29716,4.697700024,0.568990767,77.87560976,,23000000,48000000,7.6,-1.6567,16.5733,1
Austria,1999,female,55-74 years,845401,18923059531,27174.29716,4.697700024,0.568990767,77.87560976,,23000000,48000000,7.6,-1.6567,16.5733,122
Austria,1999,female,75+ years,385369,18923059531,27174.29716,4.697700024,0.568990767,77.87560976,,23000000,48000000,7.6,-1.6567,16.5733,108
Austria,1999,male,15-24 years,485374,18923059531,27174.29716,4.697700024,0.568990767,77.87560976,,23000000,48000000,7.6,-1.6567,16.5733,99
Austria,1999,male,25-34 years,643115,18923059531,27174.29716,4.697700024,0.568990767,77.87560976,,23000000,48000000,7.6,-1.6567,16.5733,161
Austria,1999,male,35-54 years,1135873,18923059531,27174.29716,4.697700024,0.568990767,77.87560976,,23000000,48000000,7.6,-1.6567,16.5733,386
Austria,1999,male,5-14 years,485188,18923059531,27174.29716,4.697700024,0.568990767,77.87560976,,23000000,48000000,7.6,-1.6567,16.5733,2
Austria,1999,male,55-74 years,725044,18923059531,27174.29716,4.697700024,0.568990767,77.87560976,,23000000,48000000,7.6,-1.6567,16.5733,329
Austria,1999,male,75+ years,167112,18923059531,27174.29716,4.697700024,0.568990767,77.87560976,,23000000,48000000,7.6,-1.6567,16.5733,149
Austria,2000,female,15-24 years,469025,17649557522,24564.45829,4.687200069,2.344864555,78.12682927,28.8,24000000,25000000,7.7,-4.1438,14.1791,27
Austria,2000,female,25-34 years,617481,17649557522,24564.45829,4.687200069,2.344864555,78.12682927,28.8,24000000,25000000,7.7,-4.1438,14.1791,34
Austria,2000,female,35-54 years,1149412,17649557522,24564.45829,4.687200069,2.344864555,78.12682927,28.8,24000000,25000000,7.7,-4.1438,14.1791,132
Austria,2000,female,5-14 years,461175,17649557522,24564.45829,4.687200069,2.344864555,78.12682927,28.8,24000000,25000000,7.7,-4.1438,14.1791,4
Austria,2000,female,55-74 years,840225,17649557522,24564.45829,4.687200069,2.344864555,78.12682927,28.8,24000000,25000000,7.7,-4.1438,14.1791,143
Austria,2000,female,75+ years,394864,17649557522,24564.45829,4.687200069,2.344864555,78.12682927,28.8,24000000,25000000,7.7,-4.1438,14.1791,92
Austria,2000,male,15-24 years,485710,17649557522,24564.45829,4.687200069,2.344864555,78.12682927,28.8,24000000,25000000,7.7,-4.1438,14.1791,106
Austria,2000,male,25-34 years,622975,17649557522,24564.45829,4.687200069,2.344864555,78.12682927,28.8,24000000,25000000,7.7,-4.1438,14.1791,149
Austria,2000,male,35-54 years,1163122,17649557522,24564.45829,4.687200069,2.344864555,78.12682927,28.8,24000000,25000000,7.7,-4.1438,14.1791,383
Austria,2000,male,5-14 years,484798,17649557522,24564.45829,4.687200069,2.344864555,78.12682927,28.8,24000000,25000000,7.7,-4.1438,14.1791,4
Austria,2000,male,55-74 years,730447,17649557522,24564.45829,4.687200069,2.344864555,78.12682927,28.8,24000000,25000000,7.7,-4.1438,14.1791,342
Austria,2000,male,75+ years,172839,17649557522,24564.45829,4.687200069,2.344864555,78.12682927,28.8,24000000,25000000,7.7,-4.1438,14.1791,172
Austria,2001,female,15-24 years,470456,15598207439,24537.51426,4.006999969,2.649999223,78.57560976,,17000000,15000000,7.8,-2.0886,16.4129,18
Austria,2001,female,25-34 years,600540,15598207439,24537.51426,4.006999969,2.649999223,78.57560976,,17000000,15000000,7.8,-2.0886,16.4129,41
Austria,2001,female,35-54 years,1177652,15598207439,24537.51426,4.006999969,2.649999223,78.57560976,,17000000,15000000,7.8,-2.0886,16.4129,126
Austria,2001,female,5-14 years,460720,15598207439,24537.51426,4.006999969,2.649999223,78.57560976,,17000000,15000000,7.8,-2.0886,16.4129,1
Austria,2001,female,55-74 years,835836,15598207439,24537.51426,4.006999969,2.649999223,78.57560976,,17000000,15000000,7.8,-2.0886,16.4129,129
Austria,2001,female,75+ years,404458,15598207439,24537.51426,4.006999969,2.649999223,78.57560976,,17000000,15000000,7.8,-2.0886,16.4129,93
Austria,2001,male,15-24 years,488478,15598207439,24537.51426,4.006999969,2.649999223,78.57560976,,17000000,15000000,7.8,-2.0886,16.4129,101
Austria,2001,male,25-34 years,604064,15598207439,24537.51426,4.006999969,2.649999223,78.57560976,,17000000,15000000,7.8,-2.0886,16.4129,142
Austria,2001,male,35-54 years,1193029,15598207439,24537.51426,4.006999969,2.649999223,78.57560976,,17000000,15000000,7.8,-2.0886,16.4129,377
Austria,2001,male,5-14 years,484025,15598207439,24537.51426,4.006999969,2.649999223,78.57560976,,17000000,15000000,7.8,-2.0886,16.4129,1
Austria,2001,male,55-74 years,735296,15598207439,24537.51426,4.006999969,2.649999223,78.57560976,,17000000,15000000,7.8,-2.0886,16.4129,309
Austria,2001,male,75+ years,180006,15598207439,24537.51426,4.006999969,2.649999223,78.57560976,,17000000,15000000,7.8,-2.0886,16.4129,151
Austria,2002,female,15-24 years,475095,13182007409,26401.74546,4.849299908,1.810359539,78.67804878,,83000000,69000000,7.8,-2.1618,16.5833,17
Austria,2002,female,25-34 years,583877,13182007409,26401.74546,4.849299908,1.810359539,78.67804878,,83000000,69000000,7.8,-2.1618,16.5833,30
Austria,2002,female,35-54 years,1197653,13182007409,26401.74546,4.849299908,1.810359539,78.67804878,,83000000,69000000,7.8,-2.1618,16.5833,129
Austria,2002,female,5-14 years,460277,13182007409,26401.74546,4.849299908,1.810359539,78.67804878,,83000000,69000000,7.8,-2.1618,16.5833,2
Austria,2002,female,55-74 years,841432,13182007409,26401.74546,4.849299908,1.810359539,78.67804878,,83000000,69000000,7.8,-2.1618,16.5833,105
Austria,2002,female,75+ years,410636,13182007409,26401.74546,4.849299908,1.810359539,78.67804878,,83000000,69000000,7.8,-2.1618,16.5833,80
Austria,2002,male,15-24 years,494122,13182007409,26401.74546,4.849299908,1.810359539,78.67804878,,83000000,69000000,7.8,-2.1618,16.5833,99
Austria,2002,male,25-34 years,586771,13182007409,26401.74546,4.849299908,1.810359539,78.67804878,,83000000,69000000,7.8,-2.1618,16.5833,158
Austria,2002,male,35-54 years,1214866,13182007409,26401.74546,4.849299908,1.810359539,78.67804878,,83000000,69000000,7.8,-2.1618,16.5833,422
Austria,2002,male,5-14 years,483732,13182007409,26401.74546,4.849299908,1.810359539,78.67804878,,83000000,69000000,7.8,-2.1618,16.5833,2
Austria,2002,male,55-74 years,747406,13182007409,26401.74546,4.849299908,1.810359539,78.67804878,,83000000,69000000,7.8,-2.1618,16.5833,322
Austria,2002,male,75+ years,187295,13182007409,26401.74546,4.849299908,1.810359539,78.67804878,,83000000,69000000,7.8,-2.1618,16.5833,187
Austria,2003,female,15-24 years,482866,12729301827,32222.89724,4.77850008,1.355556733,78.63170732,29.5,3000000,42000000,8,-3.5909,17.1975,29
Austria,2003,female,25-34 years,567665,12729301827,32222.89724,4.77850008,1.355556733,78.63170732,29.5,3000000,42000000,8,-3.5909,17.1975,32
Austria,2003,female,35-54 years,1213566,12729301827,32222.89724,4.77850008,1.355556733,78.63170732,29.5,3000000,42000000,8,-3.5909,17.1975,141
Austria,2003,female,5-14 years,457342,12729301827,32222.89724,4.77850008,1.355556733,78.63170732,29.5,3000000,42000000,8,-3.5909,17.1975,0
Austria,2003,female,55-74 years,851030,12729301827,32222.89724,4.77850008,1.355556733,78.63170732,29.5,3000000,42000000,8,-3.5909,17.1975,102
Austria,2003,female,75+ years,412619,12729301827,32222.89724,4.77850008,1.355556733,78.63170732,29.5,3000000,42000000,8,-3.5909,17.1975,84
Austria,2003,male,15-24 years,501938,12729301827,32222.89724,4.77850008,1.355556733,78.63170732,29.5,3000000,42000000,8,-3.5909,17.1975,91
Austria,2003,male,25-34 years,569434,12729301827,32222.89724,4.77850008,1.355556733,78.63170732,29.5,3000000,42000000,8,-3.5909,17.1975,118
Austria,2003,male,35-54 years,1231545,12729301827,32222.89724,4.77850008,1.355556733,78.63170732,29.5,3000000,42000000,8,-3.5909,17.1975,371
Austria,2003,male,5-14 years,480502,12729301827,32222.89724,4.77850008,1.355556733,78.63170732,29.5,3000000,42000000,8,-3.5909,17.1975,3
Austria,2003,male,55-74 years,759680,12729301827,32222.89724,4.77850008,1.355556733,78.63170732,29.5,3000000,42000000,8,-3.5909,17.1975,308
Austria,2003,male,75+ years,193846,12729301827,32222.89724,4.77850008,1.355556733,78.63170732,29.5,3000000,42000000,8,-3.5909,17.1975,177
Austria,2004,female,15-24 years,491309,12188419360,36821.52147,5.834199905,2.06120354,79.1804878,29.8,3000000,56000000,8.4,-4.1065,15.6488,22
Austria,2004,female,25-34 years,554568,12188419360,36821.52147,5.834199905,2.06120354,79.1804878,29.8,3000000,56000000,8.4,-4.1065,15.6488,26
Austria,2004,female,35-54 years,1231774,12188419360,36821.52147,5.834199905,2.06120354,79.1804878,29.8,3000000,56000000,8.4,-4.1065,15.6488,107
Austria,2004,female,5-14 years,453574,12188419360,36821.52147,5.834199905,2.06120354,79.1804878,29.8,3000000,56000000,8.4,-4.1065,15.6488,0
Austria,2004,female,55-74 years,860913,12188419360,36821.52147,5.834199905,2.06120354,79.1804878,29.8,3000000,56000000,8.4,-4.1065,15.6488,118
Austria,2004,female,75+ years,416777,12188419360,36821.52147,5.834199905,2.06120354,79.1804878,29.8,3000000,56000000,8.4,-4.1065,15.6488,73
Austria,2004,male,15-24 years,509514,12188419360,36821.52147,5.834199905,2.06120354,79.1804878,29.8,3000000,56000000,8.4,-4.1065,15.6488,110
Austria,2004,male,25-34 years,555892,12188419360,36821.52147,5.834199905,2.06120354,79.1804878,29.8,3000000,56000000,8.4,-4.1065,15.6488,120
Austria,2004,male,35-54 years,1248808,12188419360,36821.52147,5.834199905,2.06120354,79.1804878,29.8,3000000,56000000,8.4,-4.1065,15.6488,347
Austria,2004,male,5-14 years,476337,12188419360,36821.52147,5.834199905,2.06120354,79.1804878,29.8,3000000,56000000,8.4,-4.1065,15.6488,2
Austria,2004,male,55-74 years,771847,12188419360,36821.52147,5.834199905,2.06120354,79.1804878,29.8,3000000,56000000,8.4,-4.1065,15.6488,308
Austria,2004,male,75+ years,201792,12188419360,36821.52147,5.834199905,2.06120354,79.1804878,29.8,3000000,56000000,8.4,-4.1065,15.6488,189
Austria,2005,female,15-24 years,497688,11827977058,38403.13388,5.627500057,2.299138822,79.33170732,28.7,4000000,24000000,8.7,-2.5766,16.1369,18
Austria,2005,female,25-34 years,546238,11827977058,38403.13388,5.627500057,2.299138822,79.33170732,28.7,4000000,24000000,8.7,-2.5766,16.1369,33
Austria,2005,female,35-54 years,1250028,11827977058,38403.13388,5.627500057,2.299138822,79.33170732,28.7,4000000,24000000,8.7,-2.5766,16.1369,121
Austria,2005,female,5-14 years,448529,11827977058,38403.13388,5.627500057,2.299138822,79.33170732,28.7,4000000,24000000,8.7,-2.5766,16.1369,1
Austria,2005,female,55-74 years,869065,11827977058,38403.13388,5.627500057,2.299138822,79.33170732,28.7,4000000,24000000,8.7,-2.5766,16.1369,96
Austria,2005,female,75+ years,421281,11827977058,38403.13388,5.627500057,2.299138822,79.33170732,28.7,4000000,24000000,8.7,-2.5766,16.1369,81
Austria,2005,male,15-24 years,515674,11827977058,38403.13388,5.627500057,2.299138822,79.33170732,28.7,4000000,24000000,8.7,-2.5766,16.1369,83
Austria,2005,male,25-34 years,548943,11827977058,38403.13388,5.627500057,2.299138822,79.33170732,28.7,4000000,24000000,8.7,-2.5766,16.1369,102
Austria,2005,male,35-54 years,1266464,11827977058,38403.13388,5.627500057,2.299138822,79.33170732,28.7,4000000,24000000,8.7,-2.5766,16.1369,364
Austria,2005,male,5-14 years,471447,11827977058,38403.13388,5.627500057,2.299138822,79.33170732,28.7,4000000,24000000,8.7,-2.5766,16.1369,3
Austria,2005,male,55-74 years,782050,11827977058,38403.13388,5.627500057,2.299138822,79.33170732,28.7,4000000,24000000,8.7,-2.5766,16.1369,331
Austria,2005,male,75+ years,210054,11827977058,38403.13388,5.627500057,2.299138822,79.33170732,28.7,4000000,24000000,8.7,-2.5766,16.1369,166
Austria,2006,female,15-24 years,499388,12911210328,40635.28182,5.242800236,1.441546962,79.8804878,29.6,63000000,4000000,8.6,-5.2572,19.1424,16
Austria,2006,female,25-34 years,542011,12911210328,40635.28182,5.242800236,1.441546962,79.8804878,29.6,63000000,4000000,8.6,-5.2572,19.1424,18
Austria,2006,female,35-54 years,1265873,12911210328,40635.28182,5.242800236,1.441546962,79.8804878,29.6,63000000,4000000,8.6,-5.2572,19.1424,91
Austria,2006,female,5-14 years,441264,12911210328,40635.28182,5.242800236,1.441546962,79.8804878,29.6,63000000,4000000,8.6,-5.2572,19.1424,0
Austria,2006,female,55-74 years,876832,12911210328,40635.28182,5.242800236,1.441546962,79.8804878,29.6,63000000,4000000,8.6,-5.2572,19.1424,91
Austria,2006,female,75+ years,425747,12911210328,40635.28182,5.242800236,1.441546962,79.8804878,29.6,63000000,4000000,8.6,-5.2572,19.1424,81
Austria,2006,male,15-24 years,517546,12911210328,40635.28182,5.242800236,1.441546962,79.8804878,29.6,63000000,4000000,8.6,-5.2572,19.1424,77
Austria,2006,male,25-34 years,545467,12911210328,40635.28182,5.242800236,1.441546962,79.8804878,29.6,63000000,4000000,8.6,-5.2572,19.1424,103
Austria,2006,male,35-54 years,1281251,12911210328,40635.28182,5.242800236,1.441546962,79.8804878,29.6,63000000,4000000,8.6,-5.2572,19.1424,382
Austria,2006,male,5-14 years,464213,12911210328,40635.28182,5.242800236,1.441546962,79.8804878,29.6,63000000,4000000,8.6,-5.2572,19.1424,1
Austria,2006,male,55-74 years,791509,12911210328,40635.28182,5.242800236,1.441546962,79.8804878,29.6,63000000,4000000,8.6,-5.2572,19.1424,266
Austria,2006,male,75+ years,218168,12911210328,40635.28182,5.242800236,1.441546962,79.8804878,29.6,63000000,4000000,8.6,-5.2572,19.1424,171
Austria,2007,female,15-24 years,499804,18193955715,46855.77175,4.857900143,2.168555998,80.1804878,30.6,100000000,269000000,8.1,1.45037,16.8225,15
Austria,2007,female,25-34 years,539763,18193955715,46855.77175,4.857900143,2.168555998,80.1804878,30.6,100000000,269000000,8.1,1.45037,16.8225,25
Austria,2007,female,35-54 years,1277479,18193955715,46855.77175,4.857900143,2.168555998,80.1804878,30.6,100000000,269000000,8.1,1.45037,16.8225,88
Austria,2007,female,5-14 years,433193,18193955715,46855.77175,4.857900143,2.168555998,80.1804878,30.6,100000000,269000000,8.1,1.45037,16.8225,0
Austria,2007,female,55-74 years,885212,18193955715,46855.77175,4.857900143,2.168555998,80.1804878,30.6,100000000,269000000,8.1,1.45037,16.8225,109
Austria,2007,female,75+ years,428921,18193955715,46855.77175,4.857900143,2.168555998,80.1804878,30.6,100000000,269000000,8.1,1.45037,16.8225,80
Austria,2007,male,15-24 years,517817,18193955715,46855.77175,4.857900143,2.168555998,80.1804878,30.6,100000000,269000000,8.1,1.45037,16.8225,93
Austria,2007,male,25-34 years,542760,18193955715,46855.77175,4.857900143,2.168555998,80.1804878,30.6,100000000,269000000,8.1,1.45037,16.8225,99
Austria,2007,male,35-54 years,1291260,18193955715,46855.77175,4.857900143,2.168555998,80.1804878,30.6,100000000,269000000,8.1,1.45037,16.8225,331
Austria,2007,male,5-14 years,455269,18193955715,46855.77175,4.857900143,2.168555998,80.1804878,30.6,100000000,269000000,8.1,1.45037,16.8225,2
Austria,2007,male,55-74 years,800509,18193955715,46855.77175,4.857900143,2.168555998,80.1804878,30.6,100000000,269000000,8.1,1.45037,16.8225,273
Austria,2007,male,75+ years,225285,18193955715,46855.77175,4.857900143,2.168555998,80.1804878,30.6,100000000,269000000,8.1,1.45037,16.8225,170
Austria,2008,female,15-24 years,500763,16741449885,51708.76575,4.128099918,3.21595023,80.43170732,30.4,15000000,190000000,8.1,-0.0067,16.1666,18
Austria,2008,female,25-34 years,539635,16741449885,51708.76575,4.128099918,3.21595023,80.43170732,30.4,15000000,190000000,8.1,-0.0067,16.1666,18
Austria,2008,female,35-54 years,1285210,16741449885,51708.76575,4.128099918,3.21595023,80.43170732,30.4,15000000,190000000,8.1,-0.0067,16.1666,112
Austria,2008,female,5-14 years,425776,16741449885,51708.76575,4.128099918,3.21595023,80.43170732,30.4,15000000,190000000,8.1,-0.0067,16.1666,2
Austria,2008,female,55-74 years,895882,16741449885,51708.76575,4.128099918,3.21595023,80.43170732,30.4,15000000,190000000,8.1,-0.0067,16.1666,82
Austria,2008,female,75+ years,430534,16741449885,51708.76575,4.128099918,3.21595023,80.43170732,30.4,15000000,190000000,8.1,-0.0067,16.1666,72
Austria,2008,male,15-24 years,519137,16741449885,51708.76575,4.128099918,3.21595023,80.43170732,30.4,15000000,190000000,8.1,-0.0067,16.1666,59
Austria,2008,male,25-34 years,542606,16741449885,51708.76575,4.128099918,3.21595023,80.43170732,30.4,15000000,190000000,8.1,-0.0067,16.1666,86
Austria,2008,male,35-54 years,1295943,16741449885,51708.76575,4.128099918,3.21595023,80.43170732,30.4,15000000,190000000,8.1,-0.0067,16.1666,340
Austria,2008,male,5-14 years,447151,16741449885,51708.76575,4.128099918,3.21595023,80.43170732,30.4,15000000,190000000,8.1,-0.0067,16.1666,2
Austria,2008,male,55-74 years,811538,16741449885,51708.76575,4.128099918,3.21595023,80.43170732,30.4,15000000,190000000,8.1,-0.0067,16.1666,276
Austria,2008,male,75+ years,231083,16741449885,51708.76575,4.128099918,3.21595023,80.43170732,30.4,15000000,190000000,8.1,-0.0067,16.1666,200
Austria,2009,female,15-24 years,501225,17903949015,47963.1794,5.301400185,0.50630835,80.33170732,31.5,44000000,286000000,7.9,-3.8439,16.8199,11
Austria,2009,female,25-34 years,539304,17903949015,47963.1794,5.301400185,0.50630835,80.33170732,31.5,44000000,286000000,7.9,-3.8439,16.8199,18
Austria,2009,female,35-54 years,1289816,17903949015,47963.1794,5.301400185,0.50630835,80.33170732,31.5,44000000,286000000,7.9,-3.8439,16.8199,101
Austria,2009,female,5-14 years,418410,17903949015,47963.1794,5.301400185,0.50630835,80.33170732,31.5,44000000,286000000,7.9,-3.8439,16.8199,5
Austria,2009,female,55-74 years,908213,17903949015,47963.1794,5.301400185,0.50630835,80.33170732,31.5,44000000,286000000,7.9,-3.8439,16.8199,103
Austria,2009,female,75+ years,430726,17903949015,47963.1794,5.301400185,0.50630835,80.33170732,31.5,44000000,286000000,7.9,-3.8439,16.8199,68
Austria,2009,male,15-24 years,519901,17903949015,47963.1794,5.301400185,0.50630835,80.33170732,31.5,44000000,286000000,7.9,-3.8439,16.8199,72
Austria,2009,male,25-34 years,542799,17903949015,47963.1794,5.301400185,0.50630835,80.33170732,31.5,44000000,286000000,7.9,-3.8439,16.8199,99
Austria,2009,male,35-54 years,1297322,17903949015,47963.1794,5.301400185,0.50630835,80.33170732,31.5,44000000,286000000,7.9,-3.8439,16.8199,332
Austria,2009,male,5-14 years,439629,17903949015,47963.1794,5.301400185,0.50630835,80.33170732,31.5,44000000,286000000,7.9,-3.8439,16.8199,3
Austria,2009,male,55-74 years,823727,17903949015,47963.1794,5.301400185,0.50630835,80.33170732,31.5,44000000,286000000,7.9,-3.8439,16.8199,279
Austria,2009,male,75+ years,235822,17903949015,47963.1794,5.301400185,0.50630835,80.33170732,31.5,44000000,286000000,7.9,-3.8439,16.8199,187
Austria,2010,female,15-24 years,499638,22241623425,46858.04327,4.820000172,1.81353628,80.5804878,30.3,49000000,7000000,7.9,-4.6779,18.1485,14
Austria,2010,female,25-34 years,539299,22241623425,46858.04327,4.820000172,1.81353628,80.5804878,30.3,49000000,7000000,7.9,-4.6779,18.1485,25
Austria,2010,female,35-54 years,1291400,22241623425,46858.04327,4.820000172,1.81353628,80.5804878,30.3,49000000,7000000,7.9,-4.6779,18.1485,102
Austria,2010,female,5-14 years,412838,22241623425,46858.04327,4.820000172,1.81353628,80.5804878,30.3,49000000,7000000,7.9,-4.6779,18.1485,1
Austria,2010,female,55-74 years,923411,22241623425,46858.04327,4.820000172,1.81353628,80.5804878,30.3,49000000,7000000,7.9,-4.6779,18.1485,90
Austria,2010,female,75+ years,431151,22241623425,46858.04327,4.820000172,1.81353628,80.5804878,30.3,49000000,7000000,7.9,-4.6779,18.1485,62
Austria,2010,male,15-24 years,518657,22241623425,46858.04327,4.820000172,1.81353628,80.5804878,30.3,49000000,7000000,7.9,-4.6779,18.1485,91
